qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
4084,90,18,16,9,4,"1:24.998",null,null
4085,90,4,4,8,5,"1:25.699",null,null
4086,90,17,19,14,6,"1:25.805",null,null
4087,90,11,16,10,7,"1:25.851",null,null
4088,90,23,3,4,8,"1:25.925",null,null
4089,90,15,4,7,9,"1:26.290",null,null
4090,90,8,1,6,10,"1:26.297",null,null
4091,90,13,15,12,11,"1:27.065",null,null
4092,90,14,1,5,12,"1:27.294",null,null
4093,90,43,7,16,13,"1:27.823",null,null
4094,90,21,15,11,14,"1:27.845",null,null
4095,90,2,17,18,15,"1:28.178",null,null
4096,90,45,17,19,16,"1:30.140",null,null
4097,90,47,18,21,17,"1:30.681",null,null
4098,90,44,7,17,18,null,null,null
4099,90,32,19,15,19,null,null,null
4100,90,46,18,20,20,null,null,null
4101,91,30,6,1,1,"1:33.074",null,null
4102,91,17,19,14,2,"1:33.715",null,null
4103,91,22,6,2,3,"1:33.756",null,null
4104,91,31,3,3,4,"1:34.054",null,null
4105,91,8,1,6,5,"1:34.164",null,null
4106,91,18,16,9,6,"1:34.221",null,null
4107,91,23,3,4,7,"1:34.235",null,null
4108,91,15,4,7,8,"1:34.413",null,null
4109,91,14,1,5,9,"1:34.602",null,null
4110,91,43,7,16,10,"1:34.917",null,null
4111,91,13,15,12,11,"1:35.039",null,null
4112,91,21,15,11,12,"1:35.061",null,null
4113,91,32,19,15,13,"1:35.158",null,null
4114,91,44,7,17,14,"1:35.617",null,null
4115,91,2,17,18,15,"1:36.569",null,null
4116,91,46,18,20,16,"1:38.577",null,null
4117,91,47,18,21,17,"1:39.272",null,null
4118,91,45,17,19,18,"1:39.902",null,null
4119,91,4,4,8,19,null,null,null
4120,91,11,16,10,20,null,null,null
4121,92,30,6,1,1,"1:30.139",null,null
4122,92,22,6,2,2,"1:30.530",null,null
4123,92,31,3,3,3,"1:30.581",null,null
4124,92,23,3,4,4,"1:30.633",null,null
4125,92,11,16,10,5,"1:30.827",null,null
4126,92,18,16,9,6,"1:30.856",null,null
4127,92,15,4,7,7,"1:30.971",null,null
4128,92,44,7,17,8,"1:31.686",null,null
4129,92,43,7,16,9,"1:31.717",null,null
4130,92,14,1,5,10,"1:31.719",null,null
4131,92,21,15,11,11,"1:31.731",null,null
4132,92,32,19,15,12,"1:32.332",null,null
4133,92,13,15,12,13,"1:32.536",null,null
4134,92,17,19,14,14,"1:32.625",null,null
4135,92,2,17,18,15,"1:33.506",null,null
4136,92,45,17,19,16,"1:34.105",null,null
4137,92,4,4,8,17,"1:34.130",null,null
4138,92,46,18,20,18,"1:34.584",null,null
4139,92,47,18,21,19,"1:35.787",null,null
4140,92,8,1,6,20,null,null,null
4141,93,18,16,9,1,"1:19.753",null,null
4142,93,30,6,1,2,"1:20.011",null,null
4143,93,31,3,3,3,"1:20.212",null,null
4144,93,22,6,2,4,"1:20.451",null,null
4145,93,23,3,4,5,"1:20.538",null,null
4146,93,4,4,8,6,"1:20.895",null,null
4147,93,11,16,10,7,"1:20.913",null,null
4148,93,17,19,14,8,"1:20.921",null,null
4149,93,15,4,7,9,"1:21.034",null,null
4150,93,43,7,16,10,"1:21.087",null,null
4151,93,14,1,5,11,"1:21.091",null,null
4152,93,13,15,12,12,"1:21.532",null,null
4153,93,44,7,17,13,"1:21.558",null,null
4154,93,32,19,15,14,"1:21.949",null,null
4155,93,45,17,19,15,"1:23.352",null,null
4156,93,2,17,18,16,"1:23.488",null,null
4157,93,46,18,20,17,"1:26.899",null,null
4158,93,47,18,21,18,"1:46.299",null,null
4159,93,21,15,11,19,null,null,null
4160,93,8,1,6,20,null,null,null
4161,94,30,6,1,1,"1:15.022",null,null
4162,94,31,3,3,2,"1:15.639",null,null
4163,94,11,16,10,3,"1:15.809",null,null
4164,94,15,4,7,4,"1:16.144",null,null
4165,94,22,6,2,5,"1:16.272",null,null
4166,94,23,3,4,6,"1:16.293",null,null
4167,94,44,7,17,7,"1:16.313",null,null
4168,94,4,4,8,8,"1:16.422",null,null
4169,94,17,19,14,9,"1:16.514",null,null
4170,94,14,1,5,10,"1:16.636",null,null
4171,94,43,7,16,11,"1:17.038",null,null
4172,94,21,15,11,12,"1:17.444",null,null
4173,94,8,1,6,13,"1:17.445",null,null
4174,94,18,16,9,14,"1:17.575",null,null
4175,94,2,17,18,15,"1:17.802",null,null
4176,94,32,19,15,16,"1:17.812",null,null
4177,94,13,15,12,17,"1:17.866",null,null
4178,94,46,18,20,18,"1:19.817",null,null
4179,94,45,17,19,19,"1:20.607",null,null
4180,94,47,18,21,20,"1:21.470",null,null
4181,95,15,4,7,1,"1:13.985",null,null
4182,95,23,3,4,2,"1:14.345",null,null
4183,95,18,16,9,3,"1:14.396",null,null
4184,95,4,4,8,4,"1:14.408",null,null
4185,95,30,6,1,5,"1:14.516",null,null
4186,95,8,1,6,6,"1:14.592",null,null
4187,95,22,6,2,7,"1:14.716",null,null
4188,95,11,16,10,8,"1:14.827",null,null
4189,95,14,1,5,9,"1:14.951",null,null
4190,95,31,3,3,10,"1:15.039",null,null
4191,95,21,15,11,11,"1:15.352",null,null
4192,95,17,19,14,12,"1:15.725",null,null
4193,95,44,7,17,13,"1:15.859",null,null
4194,95,32,19,15,14,"1:15.919",null,null
4195,95,43,7,16,15,"1:16.169",null,null
4196,95,13,15,12,16,"1:16.248",null,null
4197,95,2,17,18,17,"1:16.488",null,null
4198,95,45,17,19,18,"1:17.443",null,null
4199,95,47,18,21,19,"1:20.060",null,null
4200,95,46,18,20,20,"1:20.115",null,null
4201,96,30,6,1,1,"1:28.351",null,null
4202,96,11,16,10,2,"1:28.986",null,null
4203,96,15,4,7,3,"1:29.135",null,null
4204,96,8,1,6,4,"1:29.137",null,null
4205,96,18,16,9,5,"1:29.245",null,null
4206,96,4,4,8,6,"1:29.313",null,null
4207,96,22,6,2,7,"1:29.353",null,null
4208,96,31,3,3,8,"1:29.354",null,null
4209,96,23,3,4,9,"1:29.459",null,null
4210,96,44,7,17,10,"1:29.697",null,null
4211,96,43,7,16,11,"1:29.706",null,null
4212,96,32,19,15,12,"1:31.431",null,null
4213,96,2,17,18,13,"1:31.604",null,null
4214,96,17,19,14,14,"1:31.797",null,null
4215,96,45,17,19,15,"1:31.979",null,null
4216,96,13,15,12,16,"1:31.982",null,null
4217,96,47,18,21,17,"1:34.398",null,null
4218,96,14,1,5,18,null,null,null
4219,96,21,15,11,19,null,null,null
4220,96,46,18,20,20,null,null,null
4221,97,23,3,4,1,"1:12.275",null,null
4222,97,18,16,9,2,"1:12.341",null,null
4223,97,15,4,7,3,"1:13.023",null,null
4224,97,31,3,3,4,"1:13.072",null,null
4225,97,4,4,8,5,"1:13.308",null,null
4226,97,30,6,1,6,"1:13.355",null,null
4227,97,22,6,2,7,"1:13.562",null,null
4228,97,8,1,6,8,"1:13.595",null,null
4229,97,14,1,5,9,"1:13.681",null,null
4230,97,32,19,15,10,"1:14.532",null,null
4231,97,21,15,11,11,"1:14.674",null,null
4232,97,43,7,16,12,"1:14.851",null,null
4233,97,44,7,17,13,"1:14.891",null,null
4234,97,17,19,14,14,"1:15.148",null,null
4235,97,2,17,18,15,"1:15.321",null,null
4236,97,10,17,19,16,"1:16.323",null,null
4237,97,11,16,10,17,"1:17.004",null,null
4238,97,47,18,21,18,"1:17.064",null,null
4239,97,13,15,12,19,null,null,null
4240,97,46,18,20,20,null,null,null
4241,98,22,6,2,1,"1:10.223",null,null
4242,98,30,6,1,2,"1:10.400",null,null
4243,98,11,16,10,3,"1:10.601",null,null
4244,98,18,16,9,4,"1:10.820",null,null
4245,98,31,3,3,5,"1:11.062",null,null
4246,98,23,3,4,6,"1:11.106",null,null
4247,98,8,1,6,7,"1:11.137",null,null
4248,98,44,7,17,8,"1:11.167",null,null
4249,98,4,4,8,9,"1:11.185",null,null
4250,98,17,19,14,10,"1:11.286",null,null
4251,98,43,7,16,11,"1:11.691",null,null
4252,98,14,1,5,12,"1:12.026",null,null
4253,98,32,19,15,13,"1:12.170",null,null
4254,98,21,15,11,14,"1:12.470",null,null
4255,98,13,15,12,15,"1:12.721",null,null
4256,98,2,17,18,16,"1:13.147",null,null
4257,98,45,17,19,17,"1:13.375",null,null
4258,98,46,18,20,18,"1:14.010",null,null
4259,98,47,18,21,19,"1:14.812",null,null
4260,98,15,4,7,20,null,null,null
4261,99,4,4,8,1,"1:13.698",null,null
4262,99,30,6,1,2,"1:13.971",null,null
4263,99,14,1,5,3,"1:13.987",null,null
4264,99,18,16,9,4,"1:13.995",null,null
4265,99,15,4,7,5,"1:14.070",null,null
4266,99,31,3,3,6,"1:14.172",null,null
4267,99,11,16,10,7,"1:14.240",null,null
4268,99,48,3,4,8,"1:14.275",null,null
4269,99,8,1,6,9,"1:14.346",null,null
4270,99,22,6,2,10,"1:14.478",null,null
4271,99,43,7,16,11,"1:14.553",null,null
4272,99,17,19,14,12,"1:14.798",null,null
4273,99,32,19,15,13,"1:15.065",null,null
4274,99,44,7,17,14,"1:15.130",null,null
4275,99,21,15,11,15,"1:16.177",null,null
4276,99,13,15,12,16,"1:16.200",null,null
4277,99,2,17,18,17,"1:16.807",null,null
4278,99,45,17,19,18,"1:17.462",null,null
4279,99,46,18,20,19,"1:17.913",null,null
4280,99,47,18,21,20,"1:18.247",null,null
4281,100,8,1,6,1,"1:18.233",null,null
4282,100,22,6,2,2,"1:18.305",null,null
4283,100,18,16,9,3,"1:18.580",null,null
4284,100,30,6,1,4,"1:18.710",null,null
4285,100,15,4,7,5,"1:18.715",null,null
4286,100,4,4,8,6,"1:18.811",null,null
4287,100,14,1,5,7,"1:19.148",null,null
4288,100,31,3,3,8,"1:19.378",null,null
4289,100,11,16,10,9,"1:19.688",null,null
4290,100,17,19,14,10,"1:20.004",null,null
4291,100,13,15,12,11,"1:20.202",null,null
4292,100,44,7,17,12,"1:20.335",null,null
4293,100,48,3,4,13,"1:20.335",null,null
4294,100,43,7,16,14,"1:20.545",null,null
4295,100,32,19,15,15,"1:21.559",null,null
4296,100,45,17,19,16,"1:22.458",null,null
4297,100,2,17,18,17,"1:22.677",null,null
4298,100,46,18,20,18,"1:23.437",null,null
4299,100,47,18,21,19,"1:24.117",null,null
4300,100,21,15,11,20,null,null,null
4301,101,30,6,1,1,"1:13.306",null,null
4302,101,31,3,3,2,"1:13.668",null,null
4303,101,18,16,9,3,"1:13.674",null,null
4304,101,8,1,6,4,"1:13.690",null,null
4305,101,14,1,5,5,"1:13.821",null,null
4306,101,4,4,8,6,"1:13.874",null,null
4307,101,15,4,7,7,"1:14.134",null,null
4308,101,22,6,2,8,"1:14.278",null,null
4309,101,11,16,10,9,"1:14.287",null,null
4310,101,44,7,17,10,"1:14.368",null,null
4311,101,42,3,4,11,"1:14.556",null,null
4312,101,17,19,14,12,"1:14.802",null,null
4313,101,32,19,15,13,"1:15.011",null,null
4314,101,21,15,11,14,"1:15.395",null,null
4315,101,43,7,16,15,"1:15.454",null,null
4316,101,13,15,12,16,"1:15.616",null,null
4317,101,45,17,19,17,"1:16.192",null,null
4318,101,2,17,18,18,"1:16.310",null,null
4319,101,46,18,20,19,"1:18.055",null,null
4320,101,47,18,21,20,"1:18.400",null,null
4321,102,30,6,1,1,"1:19.146",null,null
4322,102,22,6,2,2,"1:19.323",null,null
4323,102,11,16,10,3,"1:19.693",null,null
4324,102,18,16,9,4,"1:19.700",null,null
4325,102,4,4,8,5,"1:19.996",null,null
4326,102,42,3,4,6,"1:20.170",null,null
4327,102,31,3,3,7,"1:20.199",null,null
4328,102,21,15,11,8,"1:20.324",null,null
4329,102,15,4,7,9,"1:20.411",null,null
4330,102,8,1,6,10,"1:20.570",null,null
4331,102,17,19,14,11,"1:20.730",null,null
4332,102,14,1,5,12,"1:20.897",null,null
4333,102,44,7,17,13,"1:21.068",null,null
4334,102,32,19,15,14,"1:21.118",null,null
4335,102,41,7,16,15,"1:21.135",null,null
4336,102,2,17,18,16,"1:22.180",null,null
4337,102,45,17,19,17,"1:22.356",null,null
4338,102,47,18,21,18,"1:24.329",null,null
4339,102,46,18,20,19,"1:24.679",null,null
4340,102,13,15,12,20,null,null,null
4341,103,15,4,7,1,"1:56.232",null,null
4342,103,30,6,1,2,"1:56.304",null,null
4343,103,4,4,8,3,"1:56.686",null,null
4344,103,14,1,5,4,"1:57.990",null,null
4345,103,21,15,11,5,"1:58.040",null,null
4346,103,22,6,2,6,"1:58.175",null,null
4347,103,17,19,14,7,"1:58.729",null,null
4348,103,13,15,12,8,"1:59.008",null,null
4349,103,44,7,17,9,"1:59.552",null,null
4350,103,8,1,6,10,"1:59.635",null,null
4351,103,31,3,3,11,"1:59.681",null,null
4352,103,18,16,9,12,"2:00.237",null,null
4353,103,32,19,15,13,"2:01.246",null,null
4354,103,42,3,4,14,"2:01.447",null,null
4355,103,11,16,10,15,"2:01.813",null,null
4356,103,2,17,18,16,"2:02.645",null,null
4357,103,46,18,20,17,"2:02.651",null,null
4358,103,47,18,21,18,"2:03.303",null,null
4359,103,45,17,19,19,"2:03.833",null,null
4360,103,41,7,16,20,"2:03.895",null,null
4361,105,22,6,2,1,"1:34.012",null,null
4362,105,8,1,6,2,"1:34.178",null,null
4363,105,18,16,9,3,"1:34.295",null,null
4364,105,13,15,12,4,"1:34.759",null,null
4365,105,23,3,4,5,"1:34.891",null,null
4366,105,4,4,8,6,"1:34.917",null,null
4367,105,21,15,11,7,"1:34.951",null,null
4368,105,44,7,17,8,"1:34.975",null,null
4369,105,11,16,10,9,"1:34.993",null,null
4370,105,14,1,5,10,"1:35.029",null,null
4371,105,31,3,3,11,"1:35.245",null,null
4372,105,17,19,14,12,"1:35.286",null,null
4373,105,35,4,7,13,"1:35.384",null,null
4374,105,41,7,16,14,"1:35.410",null,null
4375,105,2,17,18,15,"1:36.507",null,null
4376,105,32,19,15,16,"1:36.535",null,null
4377,105,10,17,19,17,"1:37.140",null,null
4378,105,47,18,21,18,"1:40.240",null,null
4379,105,46,18,20,19,null,null,null
4380,105,30,6,1,20,null,null,null
4381,106,30,6,1,1,"1:33.542",null,null
4382,106,23,3,4,2,"1:34.032",null,null
4383,106,17,19,14,3,"1:34.571",null,null
4384,106,11,16,10,4,"1:34.897",null,null
4385,106,18,16,9,5,"1:35.157",null,null
4386,106,15,7,16,6,"1:35.213",null,null
4387,106,21,15,11,7,"1:36.136",null,null
4388,106,14,1,5,8,"1:36.156",null,null
4389,106,35,4,7,9,"1:36.274",null,null
4390,106,44,7,17,10,"1:36.420",null,null
4391,106,4,4,8,11,"1:36.663",null,null
4392,106,8,1,6,12,"1:36.820",null,null
4393,106,31,3,3,13,"1:37.653",null,null
4394,106,32,19,15,14,"1:38.258",null,null
4395,106,22,6,2,15,"1:38.637",null,null
4396,106,2,17,18,16,"1:41.953",null,null
4397,106,10,17,19,17,"1:43.533",null,null
4398,106,46,18,20,18,"1:48.069",null,null
4399,106,47,18,21,19,null,null,null
4400,106,13,15,12,20,null,null,null
4401,107,22,6,2,1,"1:10.646",null,null
4402,107,31,3,3,2,"1:10.850",null,null
4403,107,8,1,6,3,"1:10.892",null,null
4404,107,13,15,12,4,"1:10.922",null,null
4405,107,18,16,9,5,"1:11.092",null,null
4406,107,11,16,10,6,"1:11.120",null,null
4407,107,23,3,4,7,"1:11.131",null,null
4408,107,30,6,1,8,"1:11.386",null,null
4409,107,4,4,8,9,"1:11.454",null,null
4410,107,15,7,16,10,"1:11.483",null,null
4411,107,21,15,11,11,"1:11.571",null,null
4412,107,17,19,14,12,"1:11.665",null,null
4413,107,14,1,5,13,"1:11.750",null,null
4414,107,35,4,7,14,"1:11.836",null,null
4415,107,41,7,17,15,"1:11.974",null,null
4416,107,32,19,15,16,"1:12.211",null,null
4417,107,2,17,18,17,"1:12.829",null,null
4418,107,10,17,19,18,"1:13.502",null,null
4419,107,47,18,21,19,"1:13.550",null,null
4420,107,46,18,20,20,null,null,null
4421,71,21,4,6,1,"1:33.171","1:28.289",null
4422,71,15,7,16,2,"1:35.270","1:29.159",null
4423,71,17,3,7,3,"1:36.717","1:28.279",null
4424,71,35,15,11,4,"1:36.984","1:29.862",null
4425,71,14,9,14,5,"1:38.320","1:28.892",null
4426,71,32,9,15,6,"1:37.486","1:29.991",null
4427,71,2,3,8,7,"1:39.717","1:29.413",null
4428,71,18,16,3,8,"1:41.512","1:30.616",null
4429,71,31,1,10,9,"1:45.325","1:29.320",null
4430,71,8,1,9,10,"1:44.997","1:30.561",null
4431,71,22,6,2,11,"1:45.481","1:31.341",null
4432,71,39,17,19,12,"1:44.357","1:32.735",null
4433,71,4,4,5,13,"1:47.708","1:29.758",null
4434,71,33,17,18,14,"1:46.846","1:33.483",null
4435,71,23,7,17,15,"1:51.495","1:31.222",null
4436,71,40,18,20,16,"1:50.864","1:37.499",null
4437,71,27,18,21,17,"1:49.230",null,null
4438,71,30,6,1,18,"1:57.931",null,null
4439,71,11,16,4,19,null,null,null
4440,71,13,15,12,20,null,null,null
4441,72,4,4,5,1,"1:32.582","1:35.090",null
4442,72,15,7,16,2,"1:32.672","1:35.253",null
4443,72,21,4,6,3,"1:32.765","1:35.683",null
4444,72,17,3,7,4,"1:33.204","1:35.700",null
4445,72,23,7,17,5,"1:33.106","1:35.901",null
4446,72,8,1,9,6,"1:32.839","1:36.644",null
4447,72,32,9,15,7,"1:33.724","1:35.865",null
4448,72,14,9,14,8,"1:33.809","1:35.891",null
4449,72,18,16,3,9,"1:33.616","1:36.216",null
4450,72,2,3,8,10,"1:33.464","1:36.453",null
4451,72,31,1,10,11,"1:33.333","1:36.757",null
4452,72,22,6,2,12,"1:34.162","1:37.340",null
4453,72,30,6,1,13,"1:34.072","1:37.561",null
4454,72,13,15,12,14,"1:34.151","1:37.733",null
4455,72,19,16,4,15,"1:34.866","1:37.024",null
4456,72,35,15,11,16,"1:34.887","1:38.108",null
4457,72,39,17,19,17,"1:37.806","1:39.850",null
4458,72,33,17,18,18,"1:37.856","1:40.106",null
4459,72,40,18,20,19,"1:39.268","1:41.918",null
4460,72,27,18,21,20,"1:40.432","1:42.569",null
4461,73,4,4,5,1,"1:29.848","1:32.054",null
4462,73,30,6,1,2,"1:30.237","1:32.120",null
4463,73,15,7,16,3,"1:29.993","1:32.667",null
4464,73,2,3,8,4,"1:30.390","1:32.827",null
4465,73,17,3,7,5,"1:30.592","1:32.670",null
4466,73,23,7,17,6,"1:30.952","1:32.319",null
4467,73,32,9,15,7,"1:30.646","1:32.723",null
4468,73,37,1,10,8,"1:30.725","1:32.648",null
4469,73,8,1,9,9,"1:30.594","1:32.930",null
4470,73,21,4,6,10,"1:30.445","1:33.320",null
4471,73,18,16,3,11,"1:30.957","1:33.391",null
4472,73,13,15,12,12,"1:30.933","1:34.269",null
4473,73,11,16,4,13,"1:31.113","1:34.450",null
4474,73,14,9,14,14,"1:31.211","1:34.633",null
4475,73,22,6,2,15,"1:31.826","1:35.867",null
4476,73,35,15,11,16,"1:32.318","1:35.665",null
4477,73,33,17,18,17,"1:33.424","1:36.004",null
4478,73,39,17,19,18,"1:33.190","1:36.953",null
4479,73,27,18,21,19,"1:34.005","1:36.417",null
4480,73,40,18,20,20,"1:34.848","1:36.413",null
4481,74,8,1,9,1,"1:19.886","1:22.994",null
4482,74,4,4,5,2,"1:19.889","1:23.552",null
4483,74,18,16,3,3,"1:20.464","1:23.641",null
4484,74,17,3,7,4,"1:20.442","1:24.069",null
4485,74,15,7,16,5,"1:20.492","1:24.026",null
4486,74,11,16,4,6,"1:20.851","1:23.807",null
4487,74,25,1,10,7,"1:20.632","1:24.057",null
4488,74,13,15,12,8,"1:20.593","1:24.337",null
4489,74,2,3,8,9,"1:20.807","1:24.389",null
4490,74,22,6,2,10,"1:20.892","1:24.351",null
4491,74,23,7,17,11,"1:20.994","1:24.422",null
4492,74,35,15,11,12,"1:20.999","1:25.260",null
4493,74,21,4,6,13,"1:21.708","1:25.002",null
4494,74,30,6,1,14,"1:20.260","1:26.984",null
4495,74,14,9,14,15,"1:21.632","1:26.438",null
4496,74,24,9,15,16,"1:21.804","1:26.351",null
4497,74,39,17,19,17,"1:23.123","1:28.976",null
4498,74,33,17,18,18,"1:25.100","1:29.152",null
4499,74,40,18,20,19,"1:26.484","1:30.564",null
4500,74,27,18,21,20,"1:25.921",null,null
4501,75,8,1,9,1,"1:14.819","1:16.602",null
4502,75,17,3,7,2,"1:15.042","1:16.626",null
4503,75,4,4,5,3,"1:14.811","1:16.880",null
4504,75,23,7,17,4,"1:14.870","1:17.047",null
4505,75,15,7,16,5,"1:14.795","1:17.200",null
4506,75,21,4,6,6,"1:15.601","1:17.229",null
4507,75,31,1,10,7,"1:15.902","1:17.570",null
4508,75,30,6,1,8,"1:15.398","1:18.153",null
4509,75,14,9,14,9,"1:15.795","1:18.373",null
4510,75,13,15,12,10,"1:15.863","1:18.361",null
4511,75,24,9,15,11,"1:16.288","1:19.014",null
4512,75,35,15,11,12,"1:16.794","1:19.686",null
4513,75,39,17,19,13,"1:18.557","1:20.711",null
4514,75,33,17,18,14,"1:19.040","1:20.903",null
4515,75,27,18,21,15,"1:19.563","1:21.578",null
4516,75,40,18,20,16,"1:20.306","1:22.453",null
4517,75,2,3,8,17,"1:15.038",null,null
4518,75,22,6,2,18,"1:15.746",null,null
4519,76,8,1,9,1,"1:13.644","1:16.681",null
4520,76,4,4,5,2,"1:14.125","1:16.281",null
4521,76,17,3,7,3,"1:14.584","1:17.072",null
4522,76,21,4,6,4,"1:14.783","1:17.317",null
4523,76,15,7,16,5,"1:15.189","1:17.401",null
4524,76,2,3,8,6,"1:15.128","1:17.755",null
4525,76,14,9,14,7,"1:15.329","1:18.538",null
4526,76,30,6,1,8,"1:16.186","1:18.550",null
4527,76,35,15,11,9,"1:15.921","1:19.015",null
4528,76,22,6,2,10,"1:16.142","1:18.841",null
4529,76,13,15,12,11,"1:16.218","1:18.902",null
4530,76,24,9,15,12,"1:16.817","1:20.335",null
4531,76,40,18,20,13,"1:18.574","1:22.236",null
4532,76,27,18,21,14,"1:19.229","1:22.977",null
4533,76,33,17,18,15,"1:19.408","1:23.670",null
4534,76,31,1,10,16,"1:14.858",null,null
4535,76,39,17,19,17,"1:19.474","1:23.948",null
4536,76,23,7,17,18,null,null,null
4537,841,20,9,1,1,"1:25.296","1:24.090","1:23.529"
4538,841,1,1,3,2,"1:25.384","1:24.595","1:24.307"
4539,841,17,9,2,3,"1:25.900","1:24.658","1:24.395"
4540,841,18,1,4,4,"1:25.886","1:24.957","1:24.779"
4541,841,4,6,5,5,"1:25.707","1:25.242","1:24.974"
4542,841,808,4,10,6,"1:25.543","1:25.582","1:25.247"
4543,841,3,131,8,7,"1:25.856","1:25.606","1:25.421"
4544,841,13,6,6,8,"1:26.031","1:25.611","1:25.599"
4545,841,155,15,16,9,"1:25.717","1:25.405","1:25.626"
4546,841,67,5,18,10,"1:26.232","1:25.882","1:27.066"
4547,841,30,131,7,11,"1:25.962","1:25.971",null
4548,841,153,5,19,12,"1:26.620","1:26.103",null
4549,841,815,15,17,13,"1:25.812","1:26.108",null
4550,841,814,10,15,14,"1:27.222","1:26.739",null
4551,841,813,3,12,15,"1:26.298","1:26.768",null
4552,841,16,10,14,16,"1:26.245","1:31.407",null
4553,841,22,3,11,17,"1:26.270",null,null
4554,841,2,4,9,18,"1:27.239",null,null
4555,841,5,205,20,19,"1:29.254",null,null
4556,841,15,205,21,20,"1:29.342",null,null
4557,841,10,166,24,21,"1:29.858",null,null
4558,841,816,166,25,22,"1:30.822",null,null
4562,842,20,9,1,1,"1:37.468","1:35.934","1:34.870"
4560,841,24,164,23,23,"1:32.978",null,null
4561,841,39,164,22,24,"1:34.293",null,null
4563,842,1,1,3,2,"1:36.861","1:35.852","1:34.974"
4564,842,17,9,2,3,"1:37.924","1:36.080","1:35.179"
4565,842,18,1,4,4,"1:37.033","1:35.569","1:35.200"
4566,842,4,6,5,5,"1:36.897","1:36.320","1:35.802"
4567,842,2,4,9,6,"1:37.224","1:36.811","1:36.124"
4568,842,13,6,6,7,"1:36.744","1:36.557","1:36.251"
4569,842,808,4,10,8,"1:37.210","1:36.642","1:36.324"
4570,842,3,131,8,9,"1:37.316","1:36.388","1:36.809"
4571,842,155,15,16,10,"1:36.994","1:36.691","1:36.820"
4572,842,30,131,7,11,"1:36.904","1:37.035",null
4573,842,67,5,18,12,"1:37.693","1:37.160",null
4574,842,153,5,19,13,"1:37.677","1:37.347",null
4575,842,814,10,15,14,"1:38.045","1:37.370",null
4576,842,22,3,11,15,"1:38.163","1:37.496",null
4577,842,815,15,17,16,"1:37.759","1:37.528",null
4578,842,16,10,14,17,"1:37.693","1:37.593",null
4579,842,813,3,12,18,"1:38.276",null,null
4580,842,5,205,20,19,"1:38.645",null,null
4581,842,15,205,21,20,"1:38.791",null,null
4582,842,10,166,24,21,"1:40.648",null,null
4583,842,816,166,25,22,"1:41.001",null,null
4584,842,24,164,23,23,"1:41.549",null,null
4585,842,39,164,22,24,"1:42.574",null,null
4586,843,20,9,1,1,"1:35.674","1:34.776","1:33.706"
4587,843,18,1,4,2,"1:35.924","1:34.662","1:34.421"
4588,843,1,1,3,3,"1:36.091","1:34.486","1:34.463"
4589,843,3,131,8,4,"1:35.272","1:35.850","1:34.670"
4590,843,4,6,5,5,"1:35.389","1:35.165","1:35.119"
4591,843,13,6,6,6,"1:35.478","1:35.437","1:35.145"
4592,843,153,5,19,7,"1:36.133","1:35.563","1:36.158"
4593,843,814,10,15,8,"1:35.702","1:35.858","1:36.190"
4594,843,67,5,18,9,"1:36.110","1:35.500","1:36.203"
4595,843,808,4,10,10,"1:35.370","1:35.149",null
4596,843,16,10,14,11,"1:36.092","1:35.874",null
4597,843,815,15,17,12,"1:36.046","1:36.053",null
4598,843,155,15,16,13,"1:36.147","1:36.236",null
4599,843,30,131,7,14,"1:35.508","1:36.457",null
4600,843,22,3,11,15,"1:35.911","1:36.465",null
4601,843,2,4,9,16,"1:35.910","1:36.611",null
4602,843,813,3,12,17,"1:36.121","1:36.956",null
4603,843,17,9,2,18,"1:36.468",null,null
4604,843,5,205,20,19,"1:37.894",null,null
4605,843,15,205,21,20,"1:38.318",null,null
4606,843,816,166,25,21,"1:39.119",null,null
4607,843,10,166,24,22,"1:39.708",null,null
4608,843,24,164,23,23,"1:40.212",null,null
4609,843,39,164,22,24,"1:40.445",null,null
4610,844,20,9,1,1,"1:27.039","1:25.610","1:25.049"
4611,844,17,9,2,2,"1:27.090","1:26.075","1:25.454"
4612,844,3,131,8,3,"1:27.514","1:25.801","1:25.574"
4613,844,1,1,3,4,"1:27.091","1:26.066","1:25.595"
4614,844,4,6,5,5,"1:27.349","1:26.152","1:25.851"
4615,844,18,1,4,6,"1:27.374","1:26.485","1:25.982"
4616,844,808,4,10,7,"1:27.475","1:26.654","1:26.296"
4617,844,30,131,7,8,"1:27.697","1:26.121","1:26.646"
4618,844,2,4,9,9,"1:27.901","1:26.740","1:26.659"
4619,844,13,6,6,10,"1:27.013","1:26.395",null
4620,844,22,3,11,11,"1:28.246","1:26.764",null
4621,844,16,10,14,12,"1:27.392","1:27.027",null
4622,844,814,10,15,13,"1:27.625","1:27.145",null
4623,844,813,3,12,14,"1:27.396","1:27.236",null
4624,844,815,15,17,15,"1:27.778","1:27.244",null
4625,844,67,5,18,16,"1:27.620","1:27.255",null
4626,844,153,5,19,17,"1:28.055","1:27.572",null
4627,844,5,205,20,18,"1:28.780",null,null
4628,844,15,205,21,19,"1:29.673",null,null
4629,844,816,166,25,20,"1:30.445",null,null
4630,844,24,164,23,21,"1:30.692",null,null
4631,844,10,166,24,22,"1:30.813",null,null
4632,844,39,164,22,23,"1:31.564",null,null
4633,845,17,9,2,1,"1:23.619","1:21.773","1:20.981"
